UniProtKB	Q14728	MFSD10		GO:0015904	PMID:8353488	TAS		P	Major facilitator superfamily domain-containing protein 10	MFS10_HUMAN|MFSD10|TETRAN	protein	taxon:9606	20120317	GOC
UniProtKB	Q99985	SEMA3C		GO:0042493	PMID:9405678	TAS		P	Semaphorin-3C	SEM3C_HUMAN|SEMA3C|SEMAE	protein	taxon:9606	20031119	PINC
UniProtKB	Q9BQC8	CAPN3		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000011761	IEA	Ensembl:ENSRNOP00000011761	P	CAPN3 protein	CAPN3|Q9BQC8_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q9BZC7	ABCA2		GO:0042493	PMID:12363033	TAS		P	ATP-binding cassette sub-family A member 2	ABC2|ABCA2|ABCA2_HUMAN|KIAA1062	protein	taxon:9606	20061006	UniProtKB
UniProtKB	Q9GZT4	SRR		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000050774	IEA	Ensembl:ENSRNOP00000050774	P	Serine racemase	SRR|SRR_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q9H0N0	RAB6C		GO:0042493	PMID:11054569	IDA		P	Ras-related protein Rab-6C	RAB6C|RAB6C_HUMAN|WTH3	protein	taxon:9606	20030724	UniProtKB
UniProtKB	Q9H1Y0	ATG5		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000044769	IEA	Ensembl:ENSMUSP00000044769	P	Autophagy protein 5	APG5L|ASP|ATG5|ATG5_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q9H222	ABCG5		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000007174	IEA	Ensembl:ENSRNOP00000007174	P	ATP-binding cassette sub-family G member 5	ABCG5|ABCG5_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q9H257	CARD9		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000097876	IEA	Ensembl:ENSMUSP00000097876	P	Caspase recruitment domain-containing protein 9	CARD9|CARD9_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q9H3M7	TXNIP		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000028793	IEA	Ensembl:ENSRNOP00000028793	P	Thioredoxin-interacting protein	TXNIP|TXNIP_HUMAN|VDUP1	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q9H633	RPP21		GO:0042493	PMID:18291362	IEP		P	Ribonuclease P protein subunit p21	C6orf135|CAT60|RPP21|RPP21_HUMAN	protein	taxon:9606	20100506	UniProtKB
UniProtKB	Q9HC57	WFDC1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000021630	IEA	Ensembl:ENSRNOP00000021630	P	WAP four-disulfide core domain protein 1	PS20|WFDC1|WFDC1_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q9UBC3	DNMT3B		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000015482	IEA	Ensembl:ENSRNOP00000015482	P	DNA (cytosine-5)-methyltransferase 3B	DNM3B_HUMAN|DNMT3B	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q9UBM1	PEMT		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000004488	IEA	Ensembl:ENSRNOP00000004488	P	Phosphatidylethanolamine N-methyltransferase	PEMPT|PEMT|PEMT_HUMAN|PNMT	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q9UEY8	ADD3		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000043399	IEA	Ensembl:ENSRNOP00000043399	P	Gamma-adducin	ADD3|ADDG_HUMAN|ADDL	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q9UHB9	SRP68		GO:0042493	PMID:18089836	IDA		P	Signal recognition particle 68 kDa protein	SRP68|SRP68_HUMAN	protein	taxon:9606	20090629	UniProtKB
UniProtKB	Q9UHE5	NAT8		GO:0042493	PMID:9852678	TAS		P	Probable N-acetyltransferase 8	CML1|GLA|NAT8|NAT8_HUMAN|TSC501	protein	taxon:9606	20070906	PINC
UniProtKB	Q9UI33	SCN11A		GO:0042493	PMID:10623608	TAS		P	Sodium channel protein type 11 subunit alpha	SCN11A|SCN12A|SCNBA_HUMAN|SNS2	protein	taxon:9606	20031119	PINC
UniProtKB	Q9UKK3	PARP4		GO:0042493	PMID:11291045	NAS		P	Poly [ADP-ribose] polymerase 4	ADPRTL1|KIAA0177|PARP4|PARP4_HUMAN|PARPL	protein	taxon:9606	20021218	UniProtKB
UniProtKB	Q9UKP6	UTS2R		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000051809	IEA	Ensembl:ENSRNOP00000051809	P	Urotensin-2 receptor	GPR14|UR2R_HUMAN|UTS2R	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q9UKW4	VAV3		GO:0042493	PMID:17875758	IMP		P	Guanine nucleotide exchange factor VAV3	VAV3|VAV3_HUMAN	protein	taxon:9606	20101008	UniProtKB
UniProtKB	Q9UL51	HCN2		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000011837	IEA	Ensembl:ENSRNOP00000011837	P	Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2	BCNG2|HCN2|HCN2_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q9UNE2	RPH3AL		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000008697	IEA	Ensembl:ENSRNOP00000008697	P	Rab effector Noc2	NOC2|RPH3AL|RPH3L_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q9UNQ0	ABCG2		GO:0042493	PMID:9861027	TAS		P	ATP-binding cassette sub-family G member 2	ABCG2|ABCG2_HUMAN|ABCP|BCRP|BCRP1|MXR	protein	taxon:9606	20031119	PINC
UniProtKB	Q9UP38	FZD1		GO:0042493	PMID:19421142	IMP		P	Frizzled-1	FZD1|FZD1_HUMAN	protein	taxon:9606	20100803	BHF-UCL
UniProtKB	Q9Y5P2	CSAG3		GO:0042493	PMID:10095106	TAS		P	Chondrosarcoma-associated gene 2/3 protein	CSAG2|CSAG2_HUMAN|CSAG3|CSAG3A|TRAG3	protein	taxon:9606	20031119	PINC
UniProtKB	Q9Y620	RAD54B		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000066977	IEA	Ensembl:ENSMUSP00000066977	P	DNA repair and recombination protein RAD54B	RA54B_HUMAN|RAD54B	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	B4E009	CD69		GO:0035690	GO_REF:0000019|Ensembl:ENSMUSP00000032259	IEA	Ensembl:ENSMUSP00000032259	P	cDNA FLJ55409, highly similar to Early activation antigen CD69	B4E009_HUMAN|CD69	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	C9JMP0	DDC		GO:0035690	GO_REF:0000019|Ensembl:ENSRNOP00000005851	IEA	Ensembl:ENSRNOP00000005851	P	Dopa decarboxylase (aromatic L-amino acid decarboxylase)	C9JMP0_HUMAN|DDC	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	D6RCM6	MEF2C		GO:0035690	GO_REF:0000019|Ensembl:ENSMUSP00000105188	IEA	Ensembl:ENSMUSP00000105188	P	Myocyte enhancer factor 2C	D6RCM6_HUMAN|MEF2C	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	D6RG14	MEF2C		GO:0035690	GO_REF:0000019|Ensembl:ENSMUSP00000105188	IEA	Ensembl:ENSMUSP00000105188	P	Myocyte enhancer factor 2C	D6RG14_HUMAN|MEF2C	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	D6RG21	MEF2C		GO:0035690	GO_REF:0000019|Ensembl:ENSMUSP00000105188	IEA	Ensembl:ENSMUSP00000105188	P	Myocyte enhancer factor 2C	D6RG21_HUMAN|MEF2C	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	D6RJ95	MEF2C		GO:0035690	GO_REF:0000019|Ensembl:ENSMUSP00000105188	IEA	Ensembl:ENSMUSP00000105188	P	Myocyte enhancer factor 2C	D6RJ95_HUMAN|MEF2C	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	D6RJA7	MEF2C		GO:0035690	GO_REF:0000019|Ensembl:ENSMUSP00000105188	IEA	Ensembl:ENSMUSP00000105188	P	Myocyte enhancer factor 2C	D6RJA7_HUMAN|MEF2C	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	E9PGH4	TLR3		GO:0035690	GO_REF:0000019|Ensembl:ENSRNOP00000036680	IEA	Ensembl:ENSRNOP00000036680	P	Toll-like receptor 3	E9PGH4_HUMAN|TLR3	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	O00408	PDE2A		GO:0035690	PMID:15938621	IMP		P	cGMP-dependent 3&#39;,5&#39;-cyclic phosphodiesterase	PDE2A|PDE2A_HUMAN	protein	taxon:9606	20110919	UniProtKB
UniProtKB	O00408	PDE2A		GO:0035690	PMID:14687666	IEP		P	cGMP-dependent 3&#39;,5&#39;-cyclic phosphodiesterase	PDE2A|PDE2A_HUMAN	protein	taxon:9606	20111010	UniProtKB
UniProtKB	O14862	AIM2		GO:0035690	PMID:19158679	IDA		P	Interferon-inducible protein AIM2	AIM2|AIM2_HUMAN	protein	taxon:9606	20110328	MGI
UniProtKB	O15455	TLR3		GO:0035690	GO_REF:0000019|Ensembl:ENSRNOP00000036680	IEA	Ensembl:ENSRNOP00000036680	P	Toll-like receptor 3	TLR3|TLR3_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P01106	MYC		GO:0035690	PMID:17873522	IDA		P	Myc proto-oncogene protein	BHLHE39|MYC|MYC_HUMAN	protein	taxon:9606	20111120	UniProtKB
UniProtKB	P01106	MYC		GO:0035690	PMID:19179467	IDA		P	Myc proto-oncogene protein	BHLHE39|MYC|MYC_HUMAN	protein	taxon:9606	20111118	UniProtKB
UniProtKB	P01584	IL1B		GO:0035690	PMID:19158679	IDA		P	Interleukin-1 beta	IL1B|IL1B_HUMAN|IL1F2	protein	taxon:9606	20110406	MGI
UniProtKB	P02795	MT2A		GO:0035690	PMID:19536566	IDA		P	Metallothionein-2	CES1|MT2|MT2A|MT2_HUMAN	protein	taxon:9606	20120112	UniProtKB
UniProtKB	P04637	TP53		GO:0035690	PMID:20810912	IEP		P	Cellular tumor antigen p53	P53|P53_HUMAN|TP53	protein	taxon:9606	20110323	UniProtKB
UniProtKB	P07101	TH		GO:0035690	GO_REF:0000019|Ensembl:ENSRNOP00000027682	IEA	Ensembl:ENSRNOP00000027682	P	Tyrosine 3-monooxygenase	TH|TY3H_HUMAN|TYH	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P09417	QDPR		GO:0035690	GO_REF:0000019|Ensembl:ENSRNOP00000004385	IEA	Ensembl:ENSRNOP00000004385	P	Dihydropteridine reductase	DHPR|DHPR_HUMAN|QDPR	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P09467	FBP1		GO:0035690	PMID:16442285	IDA		P	Fructose-1,6-bisphosphatase 1	F16P1_HUMAN|FBP|FBP1	protein	taxon:9606	20111004	UniProtKB
UniProtKB	P09467	FBP1		GO:0035690	PMID:18650089	IDA		P	Fructose-1,6-bisphosphatase 1	F16P1_HUMAN|FBP|FBP1	protein	taxon:9606	20111004	UniProtKB
UniProtKB	P16298	PPP3CB		GO:0035690	PMID:11005320	IDA		P	Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform	CALNA2|CALNB|CNA2|PP2BB_HUMAN|PPP3CB	protein	taxon:9606	20111223	UniProtKB
UniProtKB	P16444	DPEP1		GO:0035690	PMID:20435919	IDA		P	Dipeptidase 1	DPEP1|DPEP1_HUMAN|MDP|RDP	protein	taxon:9606	20111223	UniProtKB
UniProtKB	P20711	DDC		GO:0035690	GO_REF:0000019|Ensembl:ENSRNOP00000005851	IEA	Ensembl:ENSRNOP00000005851	P	Aromatic-L-amino-acid decarboxylase	AADC|DDC|DDC_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P24387	CRHBP		GO:0035690	GO_REF:0000024|UniProtKB:Q60571	ISS	UniProtKB:Q60571	P	Corticotropin-releasing factor-binding protein	CRFBP|CRHBP|CRHBP_HUMAN	protein	taxon:9606	20120109	UniProtKB
UniProtKB	P25713	MT3		GO:0035690	PMID:19536566	IDA		P	Metallothionein-3	MT3|MT3_HUMAN	protein	taxon:9606	20120112	UniProtKB
UniProtKB	P49593	PPM1F		GO:0035690	PMID:20801214	IDA		P	Protein phosphatase 1F	KIAA0015|POPX2|PPM1F|PPM1F_HUMAN	protein	taxon:9606	20120123	UniProtKB
UniProtKB	P80108	GPLD1		GO:0035690	PMID:17761367	IDA		P	Phosphatidylinositol-glycan-specific phospholipase D	GPLD1|PHLD_HUMAN|PIGPLD1	protein	taxon:9606	20120131	UniProtKB
UniProtKB	Q05940	SLC18A2		GO:0035690	GO_REF:0000019|Ensembl:ENSRNOP00000011983	IEA	Ensembl:ENSRNOP00000011983	P	Synaptic vesicular amine transporter	SLC18A2|SVMT|VMAT2|VMAT2_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q06413	MEF2C		GO:0035690	GO_REF:0000024|UniProtKB:Q8CFN5	ISS	UniProtKB:Q8CFN5	P	Myocyte-specific enhancer factor 2C	MEF2C|MEF2C_HUMAN	protein	taxon:9606	20110805	UniProtKB
UniProtKB	Q07108	CD69		GO:0035690	GO_REF:0000019|Ensembl:ENSMUSP00000032259	IEA	Ensembl:ENSMUSP00000032259	P	Early activation antigen CD69	CD69|CD69_HUMAN|CLEC2C	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q08209	PPP3CA		GO:0035690	PMID:11005320	IDA		P	Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform	CALNA|CNA|PP2BA_HUMAN|PPP3CA	protein	taxon:9606	20111223	UniProtKB
UniProtKB	Q13127	REST		GO:0035690	PMID:20564196	IMP		P	RE1-silencing transcription factor	NRSF|REST|REST_HUMAN|XBR	protein	taxon:9606	20110531	UniProtKB
UniProtKB	Q14393	GAS6		GO:0035690	PMID:16359517	IDA		P	Growth arrest-specific protein 6	AXLLG|GAS6|GAS6_HUMAN	protein	taxon:9606	20120223	UniProtKB
UniProtKB	Q15327	ANKRD1		GO:0035690	GO_REF:0000019|Ensembl:ENSMUSP00000025718	IEA	Ensembl:ENSMUSP00000025718	P	Ankyrin repeat domain-containing protein 1	ANKR1_HUMAN|ANKRD1|C193|CARP|HA1A2	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	Q15848	ADIPOQ		GO:0035690	GO_REF:0000024|UniProtKB:Q60994	ISS	UniProtKB:Q60994	P	Adiponectin	ACDC|ACRP30|ADIPOQ|ADIPO_HUMAN|APM1|GBP28	protein	taxon:9606	20110302	UniProtKB
UniProtKB	Q8WY54	PPM1E		GO:0035690	PMID:20801214	IDA		P	Protein phosphatase 1E	CAMKN|KIAA1072|POPX1|PPM1E|PPM1E_HUMAN	protein	taxon:9606	20120123	UniProtKB
UniProtKB	Q99801	NKX3-1		GO:0035690	PMID:18757402	IEP		P	Homeobox protein Nkx-3.1	NKX3-1|NKX3.1|NKX31_HUMAN|NKX3A	protein	taxon:9606	20110928	UniProtKB
UniProtKB	Q03164	MLL		GO:2001040	PMID:20861184	IMP		P	Histone-lysine N-methyltransferase MLL	ALL1|CXXC7|HRX|HTRX|KMT2A|MLL|MLL1|MLL1_HUMAN|TRX1	protein	taxon:9606	20111205	BHF-UCL
UniProtKB	P52926	HMGA2		GO:2001038	PMID:16061642	IDA		P	High mobility group protein HMGI-C	HMGA2|HMGA2_HUMAN|HMGIC	protein	taxon:9606	20110906	UniProtKB
UniProtKB	O00476	SLC17A3		GO:0015893	PMID:20810651	IDA		P	Sodium-dependent phosphate transport protein 4	NPT4|NPT4_HUMAN|SLC17A3	protein	taxon:9606	20101203	UniProtKB
UniProtKB	O76082	SLC22A5		GO:0015893	PMID:15238359|GO:0015879	IC	GO:0015879	P	Solute carrier family 22 member 5	OCTN2|S22A5_HUMAN|SLC22A5	protein	taxon:9606	20090608	BHF-UCL
UniProtKB	Q16348	SLC15A2		GO:0015893	PMID:16738539	NAS		P	Solute carrier family 15 member 2	PEPT2|S15A2_HUMAN|SLC15A2	protein	taxon:9606	20060706	UniProtKB
UniProtKB	Q5T2W1	PDZK1		GO:0015893	PMID:16738539	NAS		P	Na(+)/H(+) exchange regulatory cofactor NHE-RF3	CAP70|NHERF3|NHRF3_HUMAN|PDZD1|PDZK1	protein	taxon:9606	20060706	UniProtKB
UniProtKB	Q96BI1	SLC22A18		GO:0015893	PMID:9744804	IDA		P	Solute carrier family 22 member 18	BWR1A|BWSCR1A|HET|IMPT1|ITM|ORCTL2|S22AI_HUMAN|SLC22A18|SLC22A1L|TSSC5	protein	taxon:9606	20090731	UniProtKB
UniProtKB	E7EME6	CYP4B1		GO:0042738	GO_REF:0000019|Ensembl:ENSRNOP00000013321	IEA	Ensembl:ENSRNOP00000013321	P	Cytochrome P450, family 4, subfamily B, polypeptide 1	CYP4B1|E7EME6_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	F5H1Q8	CYP4B1		GO:0042738	GO_REF:0000019|Ensembl:ENSRNOP00000013321	IEA	Ensembl:ENSRNOP00000013321	P	Cytochrome P450, family 4, subfamily B, polypeptide 1	CYP4B1|F5H1Q8_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	O75469	NR1I2		GO:0042738	PMID:12578355	IDA		P	Nuclear receptor subfamily 1 group I member 2	NR1I2|NR1I2_HUMAN|PXR	protein	taxon:9606	20091006	UniProtKB
UniProtKB	P05177	CYP1A2		GO:0042738	PMID:18619574	IDA		P	Cytochrome P450 1A2	CP1A2_HUMAN|CYP1A2	protein	taxon:9606	20100203	BHF-UCL
UniProtKB	P08684	CYP3A4		GO:0042738	PMID:18619574	IDA		P	Cytochrome P450 3A4	CP3A4_HUMAN|CYP3A3|CYP3A4	protein	taxon:9606	20100203	BHF-UCL
UniProtKB	P10632	CYP2C8		GO:0042738	PMID:18619574	IDA		P	Cytochrome P450 2C8	CP2C8_HUMAN|CYP2C8	protein	taxon:9606	20100203	BHF-UCL
UniProtKB	P11509	CYP2A6		GO:0042738	PMID:15680923	IDA		P	Cytochrome P450 2A6	CP2A6_HUMAN|CYP2A3|CYP2A6	protein	taxon:9606	20100205	BHF-UCL
UniProtKB	P11712	CYP2C9		GO:0042738	PMID:18619574	IDA		P	Cytochrome P450 2C9	CP2C9_HUMAN|CYP2C10|CYP2C9	protein	taxon:9606	20100203	BHF-UCL
UniProtKB	P20813	CYP2B6		GO:0042738	PMID:19029318	IDA		P	Cytochrome P450 2B6	CP2B6_HUMAN|CYP2B6	protein	taxon:9606	20100204	BHF-UCL
UniProtKB	P29475	NOS1		GO:0042738	GO_REF:0000019|Ensembl:ENSMUSP00000120421	IEA	Ensembl:ENSMUSP00000120421	P	Nitric oxide synthase, brain	NOS1|NOS1_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P33261	CYP2C19		GO:0042738	PMID:19029318	IDA		P	Cytochrome P450 2C19	CP2CJ_HUMAN|CYP2C19	protein	taxon:9606	20100204	BHF-UCL
UniProtKB	O75469	NR1I2		GO:0046618	PMID:12578355	IDA		P	Nuclear receptor subfamily 1 group I member 2	NR1I2|NR1I2_HUMAN|PXR	protein	taxon:9606	20091006	UniProtKB
UniProtKB	O60603	TLR2		GO:0042892	GO_REF:0000019|Ensembl:ENSMUSP00000029623	IEA	Ensembl:ENSMUSP00000029623	P	Toll-like receptor 2	TIL4|TLR2|TLR2_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P48169	GABRA4		GO:2001023	GO_REF:0000019|Ensembl:ENSMUSP00000031121	IEA	Ensembl:ENSMUSP00000031121	P	Gamma-aminobutyric acid receptor subunit alpha-4	GABRA4|GBRA4_HUMAN	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	P41440	SLC19A1		GO:0051958	PMID:8276792	TAS		P	Folate transporter 1	FLOT1|RFC1|S19A1_HUMAN|SLC19A1	protein	taxon:9606	20120317	GOC
UniProtKB	F5GY86	SLC22A1		GO:0006855	GO_REF:0000019|Ensembl:ENSRNOP00000059553	IEA	Ensembl:ENSRNOP00000059553	P	Solute carrier family 22 (organic cation transporter), member 1	F5GY86_HUMAN|SLC22A1	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	O00476	SLC17A3		GO:0006855	PMID:20810651	IDA		P	Sodium-dependent phosphate transport protein 4	NPT4|NPT4_HUMAN|SLC17A3	protein	taxon:9606	20120317	GOC
UniProtKB	O15245	SLC22A1		GO:0006855	GO_REF:0000019|Ensembl:ENSRNOP00000059553	IEA	Ensembl:ENSRNOP00000059553	P	Solute carrier family 22 member 1	OCT1|S22A1_HUMAN|SLC22A1	protein	taxon:9606	20120317	ENSEMBL
UniProtKB	O76082	SLC22A5		GO:0006855	PMID:15238359|GO:0015226	IC	GO:0015226	P	Solute carrier family 22 member 5	OCTN2|S22A5_HUMAN|SLC22A5	protein	taxon:9606	20120317	GOC
UniProtKB	Q15125	EBP		GO:0006855	PMID:7706302	TAS		P	3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase	EBP|EBP_HUMAN	protein	taxon:9606	20120317	GOC
UniProtKB	Q96BI1	SLC22A18		GO:0006855	PMID:9744804	IDA		P	Solute carrier family 22 member 18	BWR1A|BWSCR1A|HET|IMPT1|ITM|ORCTL2|S22AI_HUMAN|SLC22A18|SLC22A1L|TSSC5	protein	taxon:9606	20120317	GOC
