UniProtKB	Q14728	MFSD10		GO:0015904	PMID:8353488	TAS		P	Major facilitator superfamily domain-containing protein 10	IPI00103940|MFS10_HUMAN|MFSD10|Q07706|TETRAN	protein	taxon:9606	20120107	GOC
UniProtKB	Q5T3E4	ITGB1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000014785	IEA	Ensembl:ENSRNOP00000014785	P	Integrin, beta 1 (Fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	IPI00971091|ITGB1|Q5T3E4_HUMAN|RP11-479G22.2-002	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q5T3E5	ITGB1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000014785	IEA	Ensembl:ENSRNOP00000014785	P	Integrin beta	IPI00978405|ITGB1|Q5T3E5_HUMAN|RP11-479G22.2-003	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q5T3E6	ITGB1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000014785	IEA	Ensembl:ENSRNOP00000014785	P	Integrin beta	IPI00979111|ITGB1|Q5T3E6_HUMAN|RP11-479G22.2-006	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q5T3N0	ANXA1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000051674	IEA	Ensembl:ENSRNOP00000051674	P	Annexin A1	ANXA1|IPI00643231|Q5T3N0_HUMAN|RP11-71A24.1-006	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q5T5L3	AQP7		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000012974	IEA	Ensembl:ENSRNOP00000012974	P	Uncharacterized protein	AQP7|IPI00641429|Q5T5L3_HUMAN|RP11-311H10.6-007	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q5T6L6	ASS1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000012075	IEA	Ensembl:ENSRNOP00000012075	P	Argininosuccinate synthase	ASS1|IPI00640430|Q5T6L6_HUMAN|RP11-618A20.2-005	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q5TBB2	SLC9A1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000011049	IEA	Ensembl:ENSRNOP00000011049	P	Solute carrier family 9 (Sodium/hydrogen exchanger), member 1	IPI00646455|Q5TBB2_HUMAN|RP4-633N17.1-005|SLC9A1	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q5TBB3	SLC9A1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000011049	IEA	Ensembl:ENSRNOP00000011049	P	Solute carrier family 9 (Sodium/hydrogen exchanger), member 1	IPI00641616|Q5TBB3_HUMAN|RP4-633N17.1-003|SLC9A1	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q5TC01	ATP1A1		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000039657	IEA	Ensembl:ENSMUSP00000039657	P	Uncharacterized protein	ATP1A1|IPI00414005|Q5TC01_HUMAN|RP4-655J12.1-002	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q5TC02	ATP1A1		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000039657	IEA	Ensembl:ENSMUSP00000039657	P	Uncharacterized protein	ATP1A1|IPI00977640|Q5TC02_HUMAN|RP4-655J12.1-008	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q5XG87	PAPD7		GO:0042493	PMID:10066793	IDA		P	DNA polymerase sigma	A8K1E2|IPI00418630|O43289|PAPD7|PAPD7_HUMAN|POLS|Q17RZ1|Q9Y6C1|TRF4	protein	taxon:9606	20060120	UniProtKB
UniProtKB	Q68D20	PMS2CL		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000001374	IEA	Ensembl:ENSRNOP00000001374	P	Protein PMS2CL	B4DK88|IPI00470814|PMS2CL|PMS2L_HUMAN|Q764P1	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q6FH49	NNMT		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000007789	IEA	Ensembl:ENSRNOP00000007789	P	NNMT protein	hCG_39357|IPI00027681|NNMT|Q6FH49_HUMAN	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q6FHV6	ENO2		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000005601	IEA	Ensembl:ENSRNOP00000005601	P	Enolase	ENO2|hCG_25937|IPI00216171|Q6FHV6_HUMAN	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q6LDH7	DRD2		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000075170	IEA	Ensembl:ENSMUSP00000075170	P	Uncharacterized protein	DRD2|IPI01015728|Q6LDH7_HUMAN	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q6NXQ3	GPX3		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000031350	IEA	Ensembl:ENSRNOP00000031350	P	Uncharacterized protein	GPX3|IPI01016046|Q6NXQ3_HUMAN	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q6QNY0	BLOC1S3		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000076624	IEA	Ensembl:ENSMUSP00000076624	P	Biogenesis of lysosome-related organelles complex 1 subunit 3	B2RXB8|BL1S3_HUMAN|BLOC1S3|BLOS3|IPI00397721	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q86V21	AACS		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000001292	IEA	Ensembl:ENSRNOP00000001292	P	Acetoacetyl-CoA synthetase	AACS|AACS_HUMAN|ACSF1|IPI00217272|IPI00646775|IPI00789348|Q49AB9|Q49AC3|Q658Q8|Q8IWD2|Q8NEW5|Q9BSJ9|Q9H829|Q9HA19	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q8IYC9	SLC6A11		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000008342	IEA	Ensembl:ENSRNOP00000008342	P	Transporter	hCG_1994966|IPI00479462|Q8IYC9_HUMAN|SLC6A11	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q8N474	SFRP1		GO:0042493	PMID:19072540	IDA		P	Secreted frizzled-related protein 1	FRP|FRP1|IPI00749245|O00546|O14779|SARP2|SFRP1|SFRP1_HUMAN	protein	taxon:9606	20100823	UniProtKB
UniProtKB	Q8N474	SFRP1		GO:0042493	PMID:19254787	IDA		P	Secreted frizzled-related protein 1	FRP|FRP1|IPI00749245|O00546|O14779|SARP2|SFRP1|SFRP1_HUMAN	protein	taxon:9606	20100820	UniProtKB
UniProtKB	Q8NCY3	DKFZp434N1610		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000052893	IEA	Ensembl:ENSRNOP00000052893	P	Putative uncharacterized protein DKFZp434N1610	DKFZp434N1610|IPI01014321|Q8NCY3_HUMAN|SREBF2	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q92698	RAD54L		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000099766	IEA	Ensembl:ENSMUSP00000099766	P	DNA repair and recombination protein RAD54-like	IPI00294292|Q5TE31|Q6IUY3|RAD54A|RAD54L|RAD54_HUMAN	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q92820	GGH		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000009758	IEA	Ensembl:ENSRNOP00000009758	P	Gamma-glutamyl hydrolase	GGH|GGH_HUMAN|IPI00023728	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q92908	GATA6		GO:0042493	PMID:18671946	IMP		P	Transcription factor GATA-6	B0YJ17|GATA6|GATA6_HUMAN|IPI00024236|IPI00915001|P78327	protein	taxon:9606	20100730	UniProtKB
UniProtKB	Q92997	DVL3		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000002323	IEA	Ensembl:ENSRNOP00000002323	P	Segment polarity protein dishevelled homolog DVL-3	D3DNT0|DVL3|DVL3_HUMAN|IPI00643141|KIAA0208|O14642|Q13531|Q8N5E9|Q92607	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q96HF1	SFRP2		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000029625	IEA	Ensembl:ENSMUSP00000029625	P	Secreted frizzled-related protein 2	B3KQR2|FKSG12|FRP2|IPI00027596|O14778|Q9HAP5|SARP1|SFRP2|SFRP2_HUMAN|UNQ361/PRO697	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q96HL2	BCHE		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000013279	IEA	Ensembl:ENSRNOP00000013279	P	BCHE protein	BCHE|hCG_14822|IPI00797309|Q96HL2_HUMAN	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q96IY4	CPB2		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000014909	IEA	Ensembl:ENSRNOP00000014909	P	Carboxypeptidase B2	A8K464|CBPB2_HUMAN|CPB2|IPI00293057|IPI00329775|Q15114|Q5T9K1|Q5T9K2|Q9P2Y6	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q96K76	USP47		GO:0042493	PMID:19966869	IMP		P	Ubiquitin carboxyl-terminal hydrolase 47	B3KXF5|IPI00165528|IPI00607554|IPI00607731|Q658U0|Q86Y73|Q8TEP6|Q9BWI0|Q9NWN1|UBP47_HUMAN|USP47	protein	taxon:9606	20101016	UniProtKB
UniProtKB	Q96S37	SLC22A12		GO:0042493	PMID:12024214	IDA		P	Solute carrier family 22 member 12	B7WPG1|IPI00163325|IPI00432750|OATL4|Q19PF7|Q19PF8|Q19PF9|Q19PG0|Q6UXW3|Q96DT2|S22AC_HUMAN|SLC22A12|UNQ6453/PRO34004|URAT1	protein	taxon:9606	20080121	UniProtKB
UniProtKB	Q99259	GAD1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000000008	IEA	Ensembl:ENSRNOP00000000008	P	Glutamate decarboxylase 1	DCE1_HUMAN|GAD|GAD1|GAD67|IPI00292646|IPI00844138|Q53TQ7|Q9BU91|Q9UHH4	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q99497	PARK7		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000052374	IEA	Ensembl:ENSRNOP00000052374	P	Protein DJ-1	B2R4Z1|IPI00298547|O14805|PARK7|PARK7_HUMAN|Q6DR95|Q7LFU2	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q99541	PLIN2		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000009749	IEA	Ensembl:ENSRNOP00000009749	P	Perilipin-2	ADFP|IPI00293307|PLIN2|PLIN2_HUMAN|Q9BSC3	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q99727	TIMP4		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000010748	IEA	Ensembl:ENSRNOP00000010748	P	Metalloproteinase inhibitor 4	B2R7K6|IPI00017745|TIMP4|TIMP4_HUMAN	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q99757	TXN2		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000060694	IEA	Ensembl:ENSRNOP00000060694	P	Thioredoxin, mitochondrial	IPI00017799|Q5JZA0|Q6FH60|Q9UH29|THIOM_HUMAN|TRX2|TXN2	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q99758	ABCA3		GO:0042493	PMID:8706931	TAS		P	ATP-binding cassette sub-family A member 3	ABC3|ABCA3|ABCA3_HUMAN|B2RU09|IPI00017800|Q54A95|Q92473	protein	taxon:9606	20031119	PINC
UniProtKB	Q99807	COQ7		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000022988	IEA	Ensembl:ENSRNOP00000022988	P	Ubiquinone biosynthesis protein COQ7 homolog	B2RDA9|COQ7|COQ7_HUMAN|IPI00294073|IPI00645720|Q9BTT7|Q9H0T5|Q9UEW5|Q9UNR5	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q99928	GABRG3		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000019971	IEA	Ensembl:ENSRNOP00000019971	P	Gamma-aminobutyric acid receptor subunit gamma-3	GABRG3|GBRG3_HUMAN|IPI00294459|Q9HD46|Q9NYT2	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q99933	BAG1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000011455	IEA	Ensembl:ENSRNOP00000011455	P	BAG family molecular chaperone regulator 1	BAG1|BAG1_HUMAN|HAP|IPI00218546|IPI00300531|IPI00641336|IPI00954014|O75315|Q14414|Q53H32|Q5VZE8|Q5VZE9|Q5VZF0|Q96TG2|Q9Y2V4	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q99985	SEMA3C		GO:0042493	PMID:9405678	TAS		P	Semaphorin-3C	IPI01014918|SEM3C_HUMAN|SEMA3C|SEMAE	protein	taxon:9606	20031119	PINC
UniProtKB	Q9BQC8	CAPN3		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000011761	IEA	Ensembl:ENSRNOP00000011761	P	Uncharacterized protein	CAPN3|IPI00549214|Q7L4R0|Q9BQC8_HUMAN	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q9BZC7	ABCA2		GO:0042493	PMID:12363033	TAS		P	ATP-binding cassette sub-family A member 2	A6NED5|ABC2|ABCA2|ABCA2_HUMAN|IPI00307592|IPI00937612|IPI01009012|KIAA1062|Q5SPY5|Q5W9G5|Q76MW7|Q9HC28	protein	taxon:9606	20061006	UniProtKB
UniProtKB	Q9GZT4	SRR		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000050774	IEA	Ensembl:ENSRNOP00000050774	P	Serine racemase	D3DTI5|IPI00030328|Q6IA55|SRR|SRR_HUMAN	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q9H0N0	RAB6C		GO:0042493	PMID:11054569	IDA		P	Ras-related protein Rab-6C	IPI00030304|Q53RU3|Q6FIF7|Q9P128|RAB6C|RAB6C_HUMAN|WTH3	protein	taxon:9606	20030724	UniProtKB
UniProtKB	Q9H1Y0	ATG5		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000044769	IEA	Ensembl:ENSMUSP00000044769	P	Autophagy protein 5	APG5L|ASP|ATG5|ATG5_HUMAN|IPI00006800|IPI00220640|O60875|Q5JVR2|Q68DI4|Q9H2B8|Q9HCZ7	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q9H222	ABCG5		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000007174	IEA	Ensembl:ENSRNOP00000007174	P	ATP-binding cassette sub-family G member 5	ABCG5|ABCG5_HUMAN|IPI00007839	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q9H257	CARD9		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000097876	IEA	Ensembl:ENSMUSP00000097876	P	Caspase recruitment domain-containing protein 9	CARD9|CARD9_HUMAN|IPI00641496|IPI00745573|IPI00827529|Q5SXM6|Q9H854	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q9H3M7	TXNIP		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000028793	IEA	Ensembl:ENSRNOP00000028793	P	Thioredoxin-interacting protein	IPI00007956|Q16226|Q6PML0|Q9BXG9|TXNIP|TXNIP_HUMAN|VDUP1	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q9H633	RPP21		GO:0042493	PMID:18291362	IEP		P	Ribonuclease P protein subunit p21	A2AAZ8|B0S834|B0S835|C6orf135|CAT60|IPI00304938|IPI00384602|IPI00384603|Q5JPL9|Q5JPM1|Q5STF8|Q5STF9|Q5STG2|Q5SU42|Q86Y49|Q86Y50|Q86Y51|Q96F16|RPP21|RPP21_HUMAN	protein	taxon:9606	20100506	UniProtKB
UniProtKB	Q9HC57	WFDC1		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000021630	IEA	Ensembl:ENSRNOP00000021630	P	WAP four-disulfide core domain protein 1	D3DUL7|IPI00008997|PS20|Q8NC27|Q9HAU1|WFDC1|WFDC1_HUMAN	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q9UBC3	DNMT3B		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000015482	IEA	Ensembl:ENSRNOP00000015482	P	DNA (cytosine-5)-methyltransferase 3B	A2A2E2|DNM3B_HUMAN|DNMT3B|E1P5M6|E1P5M7|IPI00012593|IPI00180702|IPI00218357|IPI00218358|IPI00218359|IPI00218360|Q9UBD4|Q9UJQ5|Q9UKA6|Q9UNE5|Q9Y5R9|Q9Y5S0	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q9UBM1	PEMT		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000004488	IEA	Ensembl:ENSRNOP00000004488	P	Phosphatidylethanolamine N-methyltransferase	D3DXC3|IPI00328909|IPI00328921|PEMPT|PEMT|PEMT_HUMAN|PNMT|Q6IAQ5|Q86VL3|Q9BW86|Q9UHY6|Q9Y6V9	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q9UEY8	ADD3		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000043399	IEA	Ensembl:ENSRNOP00000043399	P	Gamma-adducin	ADD3|ADDG_HUMAN|ADDL|D3DRA8|IPI00004408|IPI00220754|O43243|Q5VU09|Q92773|Q9UEY7	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q9UHB9	SRP68		GO:0042493	PMID:18089836	IDA		P	Signal recognition particle 68 kDa protein	IPI00102936|IPI00168388|Q8NCJ4|Q8WUK2|SRP68|SRP68_HUMAN	protein	taxon:9606	20090629	UniProtKB
UniProtKB	Q9UHE5	NAT8		GO:0042493	PMID:9852678	TAS		P	Probable N-acetyltransferase 8	CML1|GLA|IPI00290475|NAT8|NAT8_HUMAN|O75839|Q6LEU4|Q96QI8|Q9UQ17|TSC501	protein	taxon:9606	20070906	PINC
UniProtKB	Q9UI33	SCN11A		GO:0042493	PMID:10623608	TAS		P	Sodium channel protein type 11 subunit alpha	A6NN05|C9JD48|C9JR31|IPI00296063|IPI00513973|IPI00514134|Q68K15|Q8NDX3|Q9UHE0|Q9UHM0|SCN11A|SCN12A|SCNBA_HUMAN|SNS2	protein	taxon:9606	20031119	PINC
UniProtKB	Q9UKK3	PARP4		GO:0042493	PMID:11291045	NAS		P	Poly [ADP-ribose] polymerase 4	ADPRTL1|IPI00296909|KIAA0177|O75903|PARP4|PARP4_HUMAN|PARPL|Q14682|Q5QNZ9|Q9H1M6	protein	taxon:9606	20021218	UniProtKB
UniProtKB	Q9UKP6	UTS2R		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000051809	IEA	Ensembl:ENSRNOP00000051809	P	Urotensin-2 receptor	B2RMV8|GPR14|IPI00007696|UR2R_HUMAN|UTS2R	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q9UKW4	VAV3		GO:0042493	PMID:17875758	IMP		P	Guanine nucleotide exchange factor VAV3	B1AMM0|B1APV5|B4E232|IPI00219689|IPI00299763|IPI00976117|O95230|Q9Y5X8|VAV3|VAV3_HUMAN	protein	taxon:9606	20101008	UniProtKB
UniProtKB	Q9UL51	HCN2		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000011837	IEA	Ensembl:ENSRNOP00000011837	P	Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2	BCNG2|HCN2|HCN2_HUMAN|IPI00218946|O60742|O60743|O75267|Q9UBS2	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q9UNE2	RPH3AL		GO:0042493	GO_REF:0000019|Ensembl:ENSRNOP00000008697	IEA	Ensembl:ENSRNOP00000008697	P	Rab effector Noc2	D3DTG7|IPI00012958|IPI00186016|NOC2|Q9BSB3|RPH3AL|RPH3L_HUMAN	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q9UNQ0	ABCG2		GO:0042493	PMID:9861027	TAS		P	ATP-binding cassette sub-family G member 2	A0A1W3|A8K1T5|ABCG2|ABCG2_HUMAN|ABCP|BCRP|BCRP1|IPI00298214|IPI00607625|MXR|O95374|Q53ZQ1|Q569L4|Q5YLG4|Q86V64|Q8IX16|Q96LD6|Q96TA8|Q9BY73|Q9NUS0	protein	taxon:9606	20031119	PINC
UniProtKB	Q9UP38	FZD1		GO:0042493	PMID:19421142	IMP		P	Frizzled-1	A4D1E8|FZD1|FZD1_HUMAN|IPI00054521|O94815|Q549T8	protein	taxon:9606	20100803	BHF-UCL
UniProtKB	Q9Y5P2	CSAG2		GO:0042493	PMID:10095106	TAS		P	Chondrosarcoma-associated gene 2/3 protein	CSAG2|CSAG2_HUMAN|CSAG3|CSAG3A|IPI00001683|IPI00218445|IPI00941403|O75605|Q0VDC3|Q96IU8|TRAG3	protein	taxon:9606	20031119	PINC
UniProtKB	Q9Y620	RAD54B		GO:0042493	GO_REF:0000019|Ensembl:ENSMUSP00000066977	IEA	Ensembl:ENSMUSP00000066977	P	DNA repair and recombination protein RAD54B	IPI00018281|RA54B_HUMAN|RAD54B	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	B4E009	CD69		GO:0035690	GO_REF:0000019|Ensembl:ENSMUSP00000032259	IEA	Ensembl:ENSMUSP00000032259	P	cDNA FLJ55409, highly similar to Early activation antigen CD69	B4E009_HUMAN|CD69|IPI00798134	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	C9JMP0	DDC		GO:0035690	GO_REF:0000019|Ensembl:ENSRNOP00000005851	IEA	Ensembl:ENSRNOP00000005851	P	Uncharacterized protein	C9JMP0_HUMAN|DDC|IPI00479686	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	D6RG14	MEF2C		GO:0035690	GO_REF:0000019|Ensembl:ENSMUSP00000105188	IEA	Ensembl:ENSMUSP00000105188	P	Uncharacterized protein	D6RG14_HUMAN|IPI00967981|MEF2C	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	D6RJ95	MEF2C		GO:0035690	GO_REF:0000019|Ensembl:ENSMUSP00000105188	IEA	Ensembl:ENSMUSP00000105188	P	Uncharacterized protein	D6RJ95_HUMAN|IPI00970984|MEF2C	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	D6RJA7	MEF2C		GO:0035690	GO_REF:0000019|Ensembl:ENSMUSP00000105188	IEA	Ensembl:ENSMUSP00000105188	P	Uncharacterized protein	D6RJA7_HUMAN|IPI00964921|MEF2C	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	E9PGH4	TLR3		GO:0035690	GO_REF:0000019|Ensembl:ENSRNOP00000036680	IEA	Ensembl:ENSRNOP00000036680	P	Uncharacterized protein	E9PGH4_HUMAN|IPI00966006|TLR3	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	F8W7V7	MEF2C		GO:0035690	GO_REF:0000019|Ensembl:ENSMUSP00000105188	IEA	Ensembl:ENSMUSP00000105188	P	Uncharacterized protein	F8W7V7_HUMAN|MEF2C	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	O00408	PDE2A		GO:0035690	PMID:15938621	IMP		P	cGMP-dependent 3&#39;,5&#39;-cyclic phosphodiesterase	IPI00451132|PDE2A|PDE2A_HUMAN	protein	taxon:9606	20110919	UniProtKB
UniProtKB	O00408	PDE2A		GO:0035690	PMID:14687666	IEP		P	cGMP-dependent 3&#39;,5&#39;-cyclic phosphodiesterase	IPI00451132|PDE2A|PDE2A_HUMAN	protein	taxon:9606	20111010	UniProtKB
UniProtKB	O14862	AIM2		GO:0035690	PMID:19158679	IDA		P	Interferon-inducible protein AIM2	A8K7M7|AIM2|AIM2_HUMAN|IPI00844168|Q5T3V9|Q96FG9	protein	taxon:9606	20110328	MGI
UniProtKB	O15455	TLR3		GO:0035690	GO_REF:0000019|Ensembl:ENSRNOP00000036680	IEA	Ensembl:ENSRNOP00000036680	P	Toll-like receptor 3	IPI00019007|Q4VAL2|TLR3|TLR3_HUMAN	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P01106	MYC		GO:0035690	PMID:17873522	IDA		P	Myc proto-oncogene protein	A8WFE7|BHLHE39|IPI00033016|IPI00935431|MYC|MYC_HUMAN|P01107|Q14026	protein	taxon:9606	20111120	UniProtKB
UniProtKB	P01106	MYC		GO:0035690	PMID:19179467	IDA		P	Myc proto-oncogene protein	A8WFE7|BHLHE39|IPI00033016|IPI00935431|MYC|MYC_HUMAN|P01107|Q14026	protein	taxon:9606	20111118	UniProtKB
UniProtKB	P01584	IL1B		GO:0035690	PMID:19158679	IDA		P	Interleukin-1 beta	IL1B|IL1B_HUMAN|IL1F2|IPI00307223|Q53X59|Q53XX2|Q7M4S7|Q7RU01|Q96HE5|Q9UCT6	protein	taxon:9606	20110406	MGI
UniProtKB	P04637	TP53		GO:0035690	PMID:20810912	IEP		P	Cellular tumor antigen p53	IPI00025087|IPI00375319|IPI00796188|IPI00894418|IPI00895905|IPI00973801|IPI01008713|IPI01009016|IPI01009039|P53|P53_HUMAN|Q15086|Q15087|Q15088|Q16535|Q16807|Q16808|Q16809|Q16810|Q16811|Q16848|Q2XN98|Q3LRW1|Q3LRW2|Q3LRW3|Q3LRW4|Q3LRW5|Q86UG1|Q8J016|Q99659|Q9BTM4|Q9HAQ8|Q9NP68|Q9NPJ2|Q9NZD0|Q9UBI2|Q9UQ61|TP53	protein	taxon:9606	20110323	UniProtKB
UniProtKB	P07101	TH		GO:0035690	GO_REF:0000019|Ensembl:ENSRNOP00000027682	IEA	Ensembl:ENSRNOP00000027682	P	Tyrosine 3-monooxygenase	B7ZL70|IPI00010178|IPI00218275|IPI00398179|IPI00922082|Q15585|Q15588|Q15589|TH|TY3H_HUMAN|TYH	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P09417	QDPR		GO:0035690	GO_REF:0000019|Ensembl:ENSRNOP00000004385	IEA	Ensembl:ENSRNOP00000004385	P	Dihydropteridine reductase	A8K158|DHPR|DHPR_HUMAN|IPI00014439|Q53F52|Q9H3M5|QDPR	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P09467	FBP1		GO:0035690	PMID:16442285	IDA		P	Fructose-1,6-bisphosphatase 1	F16P1_HUMAN|FBP|FBP1|IPI00073772|O75571|Q53F94|Q96E46	protein	taxon:9606	20111004	UniProtKB
UniProtKB	P09467	FBP1		GO:0035690	PMID:18650089	IDA		P	Fructose-1,6-bisphosphatase 1	F16P1_HUMAN|FBP|FBP1|IPI00073772|O75571|Q53F94|Q96E46	protein	taxon:9606	20111004	UniProtKB
UniProtKB	P16444	DPEP1		GO:0035690	PMID:20435919	IDA		P	Dipeptidase 1	D3DX80|DPEP1|DPEP1_HUMAN|IPI00059476|MDP|Q96AK2|RDP	protein	taxon:9606	20111223	UniProtKB
UniProtKB	P20711	DDC		GO:0035690	GO_REF:0000019|Ensembl:ENSRNOP00000005851	IEA	Ensembl:ENSRNOP00000005851	P	Aromatic-L-amino-acid decarboxylase	AADC|DDC|DDC_HUMAN|IPI00025394|Q16723|Q75MJ6	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q05940	SLC18A2		GO:0035690	GO_REF:0000019|Ensembl:ENSRNOP00000011983	IEA	Ensembl:ENSRNOP00000011983	P	Synaptic vesicular amine transporter	B2RC96|D3DRC4|IPI00016759|Q15876|Q5VW49|Q9H3P6|SLC18A2|SVMT|VMAT2|VMAT2_HUMAN	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q06413	MEF2C		GO:0035690	GO_REF:0000024|UniProtKB:Q8CFN5	ISS	UniProtKB:Q8CFN5	P	Myocyte-specific enhancer factor 2C	IPI00215666|IPI00289092|IPI01015483|MEF2C|MEF2C_HUMAN	protein	taxon:9606	20110805	UniProtKB
